ID,Nume,Nr_Camere,Metri_Patrati,Pret,Localizare
9S710000EP0, Apartament 3 camere - Banu Manta - Titulescu - Petru Rares 12 - B0103 ,3 camere,73.01 mp utili,147.490 EUR + TVA,"Bucuresti, zona Titulescu (1 Mai) "
5LL10000012, Near Center Residence Lujerului - Apartament cu 2 camere ,2 camere,61 mp utili,69.500 EUR + TVA,"Bucuresti, zona Lujerului (Militari) "
85O00I6QS24,  1 Decembrie 1918- Palady ,2 camere,43 mp utili,46.500 EUR,"Bucuresti, Sector 1, zona 1 Decembrie 1918 (Titan) "
8C81000000Q, 3 camere Bloc Nou Unirii-Pta Constitutiei ,3 camere,81 mp utili,192.900 EUR + TVA,"Bucuresti, zona Unirii "
A4110036I6G, apartament 3 camere Bucuresti ,3 camere,76.81 mp utili,76.620 EUR,"Bucuresti, zona Militari "
89A10000019, 3 CAMERE -ANSAMBLU REZIDENTIAL NOU ,3 camere,83 mp utili,120.500 EUR + TVA,"Bucuresti, zona Mihai Bravu "
4VB1000EOKT, Studio Tip 1E2 ,o cameră,46 mp utili,89.500 EUR + TVA,"Bucuresti, zona Unirii "
9MM00I5RD42, APARTAMENT 3 CAMERE LUMINOS BINE COMPARTIMENTAT ULTIMA UNITATE  ,3 camere,78 mp utili,92.000 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
6KA00HKT2UA, Apartament 3 camere nou - Aviatiei ,3 camere,67 mp utili,122.177 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
8N500I4HKBV, Apartament 2 camere - Calarasi - Unirii ,2 camere,55 mp utili,83.400 EUR + TVA,"Bucuresti, Sector 3, zona Calea Calarasilor "
A1L00I6VUF8, OFERTA NOUA - Apartament 2 camere tip STUDIO - Brancoveanu  ,2 camere,36 mp utili,42.000 EUR,"Bucuresti, Sector 4, zona Brancoveanu (Berceni) "
89A1000001B," APARTAMENT DE 2 CAMERE, ANSAMBLU REZIDENTIAL -GLOBAL CITY RESIDENCE ",2 camere,2 cam,79.800 EUR + TVA,"Bucuresti, zona Mihai Bravu "
V0D00I4H6VS, proprietar apartament fundeni ,2 camere,60 mp utili,58.000 EUR,"Bucuresti, Sector 2, zona Fundeni (Colentina) "
44Q100009N9, Garsoniera cocheta in imobil cu 2 etaje in zona Dorobanti Capitale ,o cameră,31.37 mp utili,59.000 EUR,"Bucuresti, zona Capitale (Dorobanti) "
1UR1000F1K5, Penthouse spatios etajele 3 + 4 cu 2 locuri parcare incluse ,3 camere,161 mp utili,360.000 EUR,"Bucuresti, zona Floreasca "
1UR1000FJ87," Apartament modern cu 4 camere, vedere parc, 202mpc, garaj ",4 camere,141 mp utili,449.000 EUR,"Bucuresti, zona Herastrau "
8KC00HO5O8Q,  2 camere 13 Septembrie ,2 camere,44.01 mp utili,74.500 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
78O00I6DRBJ, Apartament 2 camere in Berceni la doar 4 minute de Metrou Aparatorii Patriei. ,2 camere,63 mp utili,65.500 EUR,"Bucuresti, Sector 4, zona Berceni "
7SI00HC2B23," 200 metri metrou, apartament 2 camere in bloc nou, ideal investitie, etaj 2/11 ",2 camere,51 mp utili,63.500 EUR,"Bucuresti, Sector 6, zona Militari "
76F00I609QV, Garsoniera- 25.998euro- Sos. Oltenitei stradal ,o cameră,30 mp utili,25.999 EUR,"Bucuresti, Sector 1, zona Berceni "
A2I00I6IRHS," 2 camere spatioase si parcare, bloc nou, 10 min metrou  ",2 camere,67.35 mp utili,60.240 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
5LL100003I6, Apartament 4 camere Teiu Doamnei (Colentina) ,4 camere,77 mp utili,85.000 EUR,"Bucuresti, zona Colentina "
56500I4M6MQ, 2 camere decomandat 57 mp 5 min fata de metrou  ,2 camere,57 mp utili,57.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
9S710000ETP, Apartament 3 Camere - Delfinului - Mega Mall - Citta - C.6.3 ,3 camere,66.55 mp utili,100.600 EUR + TVA,"Bucuresti, zona Pantelimon "
7SR00HKHPDG," Apartament 3 camere Obor, #397 Urgent! ",3 camere,75 mp utili,83.000 EUR,"Bucuresti, Sector 2, zona Obor (Colentina) "
A4200I737TL, Apartamente de LUXin zona Cotroceni ,3 camere,78.05 mp utili,163.764 EUR + TVA,"Bucuresti, zona Cotroceni "
78O00I6QV3A, Ap 3 camere avans 5% in Berceni la doar 8 minute de Metrou Aparatorii Patriei. ,3 camere,81 mp utili,81.500 EUR,"Bucuresti, Sector 4, zona Berceni "
55I00HECC5B, NEOFORT 76 - Apartament 2 Camere Nou Finisaje Premium Metrou Valea Ialomitei  ,2 camere,60.12 mp utili,51.703 EUR + TVA,"Bucuresti, Sector 6, zona Militari "
8M600I73183, Apartament 3 camera | 79 mp | Loc de parcare inclus in pret ,3 camere,79 mp utili,79.900 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
9S710000ERP, Apartament 2 Camere - Delfinului - Mega Mall - Citta - C.2.1 ,2 camere,54.55 mp utili,81.400 EUR + TVA,"Bucuresti, zona Pantelimon "
9JS10000E5E, Apartament 3 camere Sisesti - Vedere lac ,3 camere,98.21 mp utili,215.000 EUR,"Bucuresti, zona Baneasa "
78O00I6QJQ8, Berceni Metalurgiei 3 camere Spatios la 6 minute de metrou Leonida ,3 camere,78 mp utili,74.000 EUR,"Bucuresti, Sector 4, zona Berceni "
5PA00I6H2MM," Pipera: Apartament cu 2 camere, situat in apropierea Scolii Americane ",2 camere,70 mp utili,90.000 EUR,"Bucuresti, zona Pipera "
55I00HSHDUL, Neofort Rezidential 33 - Apartament 2 CAMERE Decomandat- Zona Marriott ,2 camere,64.55 mp utili,77.460 EUR + TVA,"Bucuresti, Sector 5, zona P-ta Unirii (Unirii) "
9NC00HMEH5S, Vitan Residence 7 ,3 camere,64 mp utili,94.700 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
4VV00HBFBSS, APARTAMENT 2 CMERE TIP D/A ,2 camere,51 mp utili,66.000 EUR + TVA,"Bucuresti, zona Pipera "
V0B00HANSC2, Apartament de 2 camere in zona Militari-Drumul Taberei ,2 camere,80 mp utili,90.000 EUR,"Bucuresti, Sector 6, zona Militari "
17L100068SL, Apartament 3 camere bloc 1980 Drumul Taberei ,3 camere,65 mp utili,69.000 EUR,"Bucuresti, zona Drumul Taberei "
80U00I2UNLR, BERCENI-APARTORII PATRIEI AP 2 CAMERE LANGA METROU ,2 camere,50 mp utili,45.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
A2I00I542D9, Apartament 2 camere stradal Metrou Pacii ,2 camere,65 mp utili,64.350 EUR,"Bucuresti, Sector 6, zona Militari "
04Q00HNS21K, Vanzare apartament 3 camere Pipera - Complex Insieme 0% Comision ,3 camere,92 mp utili,115.000 EUR,"Bucuresti, zona Pipera "
7QH00I695CU," Oferta Promo!! Studio decomandat, 40 mp Sisesti 109 Residence ",o cameră,40 mp utili,49.488 EUR + TVA,"Bucuresti, Sector 1, zona Sisesti (Baneasa) "
80U00I4JRDO," 2 camere,Metrou Dimitrie Leonida-Dr Fermei/Credit Prima Casa ",2 camere,60 mp utili,49.450 EUR,"Bucuresti, Sector 4, zona Berceni "
9S7100004U6, Apartament de 2 camere de vanzare - Complex nou - CITTA Residential Park ,2 camere,54 mp utili,70.829 EUR + TVA,"Bucuresti, zona Pantelimon "
8D5100001DH," MUTARE IMEDIATA! 2 camere, nou, cadastru, intabulare, finisaje la alegere! ",2 camere,70 mp utili,52.000 EUR + TVA,"Bucuresti, zona Colentina "
A2I00I6QLV0, Apartament 3 camere+terasa 66m ,3 camere,142 mp utili,105.000 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
8ST00HKF84K, Berceni - Apartament 3 camere  ,3 camere,66 mp utili,64.000 EUR,"Bucuresti, Sector 4, zona Berceni "
78O00HD3SNK, 2 camere Berceni Prima Casa 300 metri metrou M2 ,2 camere,67 mp utili,73.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
A5200I7018S," Unirii – 13 Septembrie, 4 camere ",4 camere,118 mp utili,228.500 EUR + TVA,"Bucuresti, zona Unirii "
78O00HGG644, Berceni 2 camere 200 metri metrou Prima Casa ,2 camere,57 mp utili,56.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
V0D00I4EL7B, Apartament - direct Proprietar ,2 camere,45 mp utili,47.000 EUR,"Bucuresti, zona Giurgiului "
56500I3HCDL, Aparatment doua camere decomandat metrou Dimitrie Leonida  ,2 camere,55 mp utili,55.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
A2I00I68CJF, Oferta credit!! 2 camere-decomadat-Metrou Pacii ,2 camere,62.55 mp utili,78.188 EUR,"Bucuresti, Sector 6, zona Militari "
3FJ10000CUD," IMP13261 Bulevardul Cantemir-Tineretului, mobilat si utilat ",2 camere,43 mp utili,73.000 EUR,"Bucuresti, zona Tineretului "
90K00I2P888, Vanzare Garsoniera  ,o cameră,33 mp utili,35.000 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
98M00HH2J3L," Apartament nou, finalizat.  ",2 camere,Etaj 1/11,49.990 EUR,"Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea) "
A1L00I7053J, Apartament 2 camere Metalurgiei - Grand Arena  ,2 camere,46 mp utili,46.000 EUR,"Bucuresti, Sector 4, zona Berceni "
3B21000FEQ7," Garsoniera semidecomandata, bloc mixt, toate imbunatatirile - Poarta Alba. ",o cameră,33 mp utili,42.000 EUR,"Bucuresti, zona Militari "
A1T00I3EOIE, Apartament de 2 camere A 2.6 ,2 camere,64.74 mp utili,95.974 EUR + TVA,"Bucuresti, zona Pipera "
78O00HVDVN9, Aparatorii Patriei Berceni 2 camere 4 minute Metrou Bloc Nou Prima Casa ,2 camere,56 mp utili,60.500 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
76F00I5UFMD," Apartament 2 camere, etaj intermediar, metrou Berceni ",2 camere,47 mp utili,44.900 EUR,"Bucuresti, zona Berceni "
A3B00I6RTU6, Apartament 3 camere bloc nou Berceni Luica Brancoveanu ,3 camere,68.5 mp utili,60.500 EUR,"Bucuresti, Sector 4, zona Berceni "
9EK00HI2FP8, APARTAMENT 2 CAMERE TIP B2 BABA NOVAC RESIDENCE ,2 camere,58.35 mp utili,84.000 EUR + TVA,"Bucuresti, Sector 3, zona Baba Novac (Titan) "
80T00I5R1RV," 2 camere, ansamblu rezidential Splaiul Unirii, mutare rapida ",2 camere,66 mp utili,92.400 EUR,"Bucuresti, Sector 3, zona Splaiul Unirii (Unirii) "
9OV00I6VV1M, Apartament 3 camere finalizat - Metalurgiei-Grand Arena Mall - parcare inclusa  ,3 camere,72.5 mp utili,62.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
A2I00I41L99," Ap. 2 camere, 10 min de metrou 1 Decembrie 1918; Acceptam Prima Casa ",2 camere,48.5 mp utili,48.500 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
78O00I6T9RA," Metrou Berceni 2 minute, 3 camere, Prima Casa ",3 camere,88 mp utili,75.000 EUR,"Bucuresti, Sector 4, zona Berceni "
8D5100001F2, Apartament 2 camere DECOMANDAT zona centrala finisale calitate premium ,2 camere,55 mp utili,78.760 EUR + TVA,"Bucuresti, zona P-ta Muncii (Muncii) "
9LG00I6U24O, Oferta promotionala apartament 2 camere decomandat 1Dcembrie1918 ,2 camere,50 mp utili,40.850 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
3G600I21ISQ, Super oferta!! 570 euro/mp - duplex 3 camere Militari Residence - comision 0% ,3 camere,135 mp utili,77.000 EUR,"Bucuresti, Sector 6, zona Militari "
54U1000FMLE, Apartament spatios cu 4 camere in zona P-ta Unirii ,4 camere,135 mp utili,210.000 EUR,"Bucuresti, zona P-ta Unirii (Unirii) "
9LG00I5DPI5, Pret Promotional ! 2 Camere-Theodor Pallady 48.500 euro ,2 camere,49 mp utili,48.500 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
49J00H8JGH8," Greenfield, Apartamen 4 camere cu Gradina Privata, Baneasa, Sector 1 ",4 camere,80 mp utili,104.396 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
3AI100042RL, 2 Camere Belvedere Residence-Ideal Investitite ,2 camere,45 mp utili,73.000 EUR,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
80U00HMMH4P," Garsoniera decomandata,Berceni-Dimitrie Leonida 7 min Metrou ",o cameră,36 mp utili,32.900 EUR,"Bucuresti, Sector 4, zona Berceni "
A1L00I6TA60, [METROU 150METRI] Apartament 3 camere 75mp - PRIMA CASA ,3 camere,75 mp utili,66.400 EUR,"Bucuresti, Sector 4, zona Berceni "
5QB1000G0FR, Duplex 10 Camere Kiseleff ,10 camere,450 mp utili,1.200.000 EUR,"Bucuresti, zona Kiseleff "
A3H00I4M05A, Apartament de vanzare in Pipera P1.2. ,3 camere,76.62 mp utili,118.417 EUR + TVA,"Bucuresti, Sector 1, zona Iancu Nicolae (Pipera) "
3T000HS500L," De vanzare apartament 3 camere, Sisesti, Direct Dezvoltator ",3 camere,99.97 mp utili,120.920 EUR + TVA,"Bucuresti, Sector 1, zona Sisesti (Baneasa) "
9SC00HT52NV, Apartament 3 camere decomandat 98 mp - Petrache Poenaru ,3 camere,98 mp utili,135.000 EUR,"Bucuresti, Sector 6, zona Grozavesti (Militari) "
8H9100009UT, Sisesti - 5 min de mers Metrou - Baneasa - studio 54 mpc - COMISION 0 ,o cameră,50 mp utili,65.335 EUR,"Bucuresti, zona Bd. Gloriei (Bucurestii Noi) "
76F00I467OB, Apartament 2 camere finalizat Soseaua Oltenitei ,2 camere,61.54 mp utili,51.000 EUR,"Bucuresti, Sector 4, zona Berceni "
V0D00I6G6HO," Vand Ap. nou 3 camere , finalizat 2018, 84 mp utili, Baneasa,Herastrau ",3 camere,84 mp utili,170.000 EUR,"Bucuresti, zona Baneasa "
A2I00I55S89, Apartament 2 camere Metrou Pacii ,2 camere,62 mp utili,61.500 EUR,"Bucuresti, Sector 6, zona Militari "
8D5100001F9, Apartament 3 camere zona centrala bloc nou Metrou Piata Muncii 7 min ,3 camere,73 mp utili,101.860 EUR + TVA,"Bucuresti, zona Decebal "
4VB1000EOFP, Apartament 2 camere tip 2C3 ,2 camere,64 mp utili,134.700 EUR + TVA,"Bucuresti, zona Unirii "
2G71000ATG4, Apartament modern zona Buzesti cu 2 camere ,2 camere,47 mp utili,104.000 EUR + TVA,"Bucuresti, zona Calea Victoriei (Ultracentral) "
76F00I60E58, Apartament 2 camere- Brancoveanu- se accepta PRIMA CASA ,2 camere,50 mp utili,55.000 EUR,"Bucuresti, Sector 4, zona Berceni "
A3B00I4KONR," 2 Decomandate C-tin Brancoveanu, Berceni, bloc 2017, parcare gratis ! ",2 camere,50 mp utili,49.990 EUR,"Bucuresti, Sector 4, zona Berceni "
9JS10000AUF, Apartament 2 camere // decomandat - 67 mp // consolidat in 2016 // Liberty Mall ,2 camere,67 mp utili,62.000 EUR + TVA,"Bucuresti, zona Viilor (Rahova) "
78O00I6IQSF," Berceni, 3 camere, 5 minute Metrou, Prima Casa ",3 camere,80 mp utili,74.000 EUR,"Bucuresti, Sector 4, zona Berceni "
5KO00HT6C07, VANZARE GARSONIERA SPATIOASA IN COMPLEX PALLADY TOWERS BY ANCHOR GRUP ,o cameră,36 mp utili,51.000 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
A2I00I5TMEK, GEMA RESIDENCE la 5 minute de metrou Pacii; apartamente frumoase si mari ,3 camere,85.55 mp utili,84.600 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
9S710000ERI, Apartament 2 camere - Banu Manta - Titulescu - Petru Rares 12 - C0404 ,2 camere,56.53 mp utili,106.300 EUR + TVA,"Bucuresti, zona Banu Manta (1 Mai) "
76B00I60G8F, Urgent - 2 camere finalizat - metrou Leonida - ideal credit! ,2 camere,53 mp utili,53.000 EUR,"Bucuresti, Sector 4, zona Berceni "
76B00I6QSU6, Apartament cu 82mp terasa Brancoveanu- Turnu Magurele ,3 camere,65 mp utili,77.000 EUR,"Bucuresti, Sector 4, zona Brancoveanu (Berceni) "
78O00I6DQTI, Apartament cu 3 camere in Berceni la doar 4 minute de Metrou Aparatorii Patriei. ,3 camere,83 mp utili,86.500 EUR,"Bucuresti, Sector 4, zona Berceni "
76F00I55R01," Berceni - metrou 3 min, Apartament 3 camere - finisaje lux - BLOC NOU! ",3 camere,88 mp utili,75.000 EUR,"Bucuresti, Sector 4, zona Berceni "
7SI00FRJFJ6, 2 CAMERE-2 min Metrou Pacii ,2 camere,53 mp utili,73.000 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
A2I00I56ET5," Metrou Pacii-2 camere, Militari. Proiect exclusivist! ",2 camere,68 mp utili,84.938 EUR,"Bucuresti, Sector 6, zona Militari "
70O1000099R," Calea Calarasi Piata Muncii, apartament 3 camere ",3 camere,70 mp utili,117.000 EUR,"Bucuresti, zona Calea Calarasilor "
7SI00FUD7AE, Apartament 2 camere 200m metrou Pacii ROTAR PARK RESIDENCE FAZA 4 ,2 camere,52 mp utili,71.500 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
928100009UE, Vanzare apartament pretabil birou/locuinta ,4 camere,97 mp utili,118.000 EUR,"Bucuresti, zona Vitan Mall (Vitan) "
61F00HL6D4C," Apartament 2 camere, bloc nou, str. Postasului ",2 camere,51.8 mp utili,52.000 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
9KJ00I5U0JU," AmbasadOr Home, apartament 2018 ",2 camere,57 mp utili,62.900 EUR + TVA,"Bucuresti, zona Nord "
A2I00I6IQ2P," 2 camere si parcare, bloc nou, 10 min metrou ",2 camere,58.75 mp utili,52.930 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
98200H54JI6, Apartament 2 camere ,2 camere,50 mp utili,42.500 EUR,"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei) "
44Q10000DJL," Apartament 2 camere,100 mp, Lascar Catargiu/Piata Romana ",2 camere,100.73 mp utili,129.000 EUR,"Bucuresti, zona P-ta Romana (Ultracentral) "
A0800I1L6A1, Apartament 2 camere decomandat cu terasa in H Pipera Lake. Oferta promotionala! ,2 camere,52.18 mp utili,71.000 EUR + TVA,"Bucuresti, zona Pipera "
9F900I75QA2, PROMO Ultimele Ap 2 Camere Noi Titan/Ozana Metrou 1 Decembrie  ,2 camere,64 mp utili,51.990 EUR,"Bucuresti, Sector 3, zona Titan "
7IB00GMCL01, Apartament 3 camere Lacul Morii ,3 camere,77.1 mp utili,71.900 EUR,"Bucuresti, Sector 6, zona Lacul Morii (Militari) "
78O00I3CF9B, Apartament nou decomandat Sector 4 ,2 camere,46 mp utili,47.500 EUR,"Bucuresti, Sector 4, zona Berceni "
6J300I6TRVU," Armeneasca, Batistei, Vasile Lascar, apart. 4 cam 117mp ",4 camere,112.47 mp utili,93.900 EUR,"Bucuresti, Sector 2, zona Armeneasca (Dacia) "
9R900HT1KRP, ** newplace.ro | Cortina Residence | Apartament 2 camere | Lux ** ,2 camere,65 mp utili,190.000 EUR,"Bucuresti, Sector 1, zona Herastrau "
2F71000FN2R, Nygma Residence - Apartament cu 4 camere de vanzare in zona Aviatorilor ,4 camere,176.65 mp utili,500.000 EUR + TVA,"Bucuresti, zona Aviatorilor "
78O00I6QU6C, Apartament 2 camere avans 5% la doar 8 minute de Metrou Dimitrie Leonida. ,2 camere,58 mp utili,58.000 EUR,"Bucuresti, Sector 4, zona Berceni "
80U00I1SH8K, BERCENI-GARSONIERA LA 150 M DE METROU ,o cameră,32 mp utili,35.500 EUR,"Bucuresti, Sector 4, zona Berceni "
8M600I6QL0K, EDEN Home Residence - Apartament 2 camere - Aparatorii Patriei ,2 camere,62 mp utili,60.900 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
8FA00GHC5D2, Vanzare apartament 3 camere Herastrau ,3 camere,102 mp utili,132.769 EUR + TVA,"Bucuresti, Sector 2, zona Herastrau "
54H10000FH4," Vanzare 2 apartamente Pache Protopoescu - PROTV, Bucuresti ",6 camere,166 mp utili,270.000 EUR,"Bucuresti, zona Pache Protopopescu (Ferdinand) "
9VQ00I0LI48, Apartament Comfort în ansamblul rezidențial 102 The Address ,4 camere,106.76 mp utili,205.500 EUR + TVA,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
80U00I0312N, BERCENI-SPIRU HARET BLOC NOU LA DOAR 3 MINUTE DE METROU/PRIMA CASA ,2 camere,66 mp utili,70.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
89A1000001A," 4 CAMERE ANSAMBLU REZIDENTIAL NOU , METROU MIHAI BRAVU, ",4 camere,4 cam,145.000 EUR + TVA,"Bucuresti, zona Mihai Bravu "
80U00I2SPE5," GARSONIERA, LA SUPER PRET SECTOR 4 ! ",o cameră,34 mp utili,33.500 EUR,"Bucuresti, Sector 4, zona Berceni "
3T300I2C746, Apartament 3 camere Vasile Lascar! ,3 camere,64.62 mp utili,149.000 EUR,"Bucuresti, Sector 2, zona Stefan cel Mare "
3T600I6DBNI, Dristor - Ramnicu Valcea ,3 camere,70 mp utili,92.000 EUR,"Bucuresti, Sector 3, zona Dristor "
80T00I5R27Q," 3 camere, bloc nou finalizat, Sun Plaza Mall ",3 camere,78 mp utili,110.900 EUR + TVA,"Bucuresti, Sector 4, zona Vacaresti (Tineretului) "
A0800I1L85E, Apartament 2 camere cu terasa in H Pipera Lake. Oferta promotionala! ,2 camere,45.68 mp utili,61.700 EUR + TVA,"Bucuresti, zona Pipera "
9S710000ER7, Studio - Banu Manta - Titulescu - Petru Rares 12 - C0501 ,o cameră,35.62 mp utili,79.300 EUR,"Bucuresti, zona Titulescu (1 Mai) "
92O00HPAAQI," Tineretului, Unirii, Central, finisaje premium, parcare subterana ",4 camere,120 mp utili,219.000 EUR,"Bucuresti, Sector 3, zona Tineretului "
9D300HAVPPQ, APARTAMENT 2 CAMERE POSTAVARULUI ,2 camere,56 mp utili,74.000 EUR,"Bucuresti, Sector 3, zona Titan "
72N10000084, Apartament 3 camere- Grigorescu- Proiect Malva Residence 1 ,3 camere,74 mp utili,75.900 EUR,"Bucuresti, zona 1 Decembrie 1918 (Titan) "
7SI00HCS70V, 3 CAMERE-81MP-BLOC NOU-200m METROU PACII-ROTAR PARK RESIDENCE ,3 camere,76 mp utili,101.000 EUR,"Bucuresti, Sector 6, zona Militari "
V0500F5CQ31, Locatie exclusivista!Ultimele 2 apartamente ultracentrale 3cam 90mp+parcare ,3 camere,90 mp utili,225.000 EUR,"Bucuresti, Sector 1, zona Dorobanti "
5LL100002RB, Near Center Residence Lujerului - Apartament cu 2 camere - parter ,2 camere,56 mp utili,59.000 EUR + TVA,"Bucuresti, zona Militari "
4CO10000T4D, Apartament 3 camere de vanzare aproape de Piata Veteranilor ,3 camere,68 mp utili,66.900 EUR,"Bucuresti, zona Gorjului (Militari) "
A2I00I55T52, Apartament 2 camere Metrou Pacii ,2 camere,62 mp utili,62.500 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
76B00I441JB, Aparatorii Patriei | Apartament 3 camere | Bloc Nou Finalizat ,3 camere,70 mp utili,78.900 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
V0E00I75A7I, Garsoniera ,o cameră,40 mp utili,34.500 EUR,"Bucuresti, zona Magurele (Sud) "
2G71000AASJ, Apartament cu 3 camere de vanzare in zona Lujerului ,3 camere,65.28 mp utili,77.000 EUR + TVA,"Bucuresti, zona Lujerului (Militari) "
5QB1000G0HI, Penthouse 5 camere zona Banu Manta ,5 camere,130 mp utili,265.000 EUR,"Bucuresti, zona Banu Manta (1 Mai) "
0PN1000G176, apartament 4 camere 412mp SAT FRANCEZ ,4 camere,163 mp utili,530.000 EUR,"Bucuresti, zona Nordului (Herastrau) "
78O00I70C16, Apartament in Berceni cu 2 camere AVANS 5% la doar 5 minute de METROU. ,2 camere,60 mp utili,59.000 EUR,"Bucuresti, Sector 4, zona Berceni "
64O100000SM, DUPLEX - UNIRII ,4 camere,99 mp utili,148.000 EUR + TVA,"Bucuresti, zona Unirii "
7SI00I2HP7K," 1 minut metrou Pacii, 2 camere in bloc nou, ideal investitie ",2 camere,55 mp utili,67.000 EUR,"Bucuresti, Sector 6, zona Pacii (Militari) "
4CO10000029, CELERITAS RESIDENCE 3 camere Gradina Icoanei - imobil nou ,3 camere,89 mp utili,332.000 EUR,"Bucuresti, zona Polona (Dacia) "
99300I12VAA, Apartamente noi finalizate in Pantelimon - Atlantis One. ,2 camere,50.58 mp utili,62.500 EUR + TVA,"Bucuresti, Sector 2, zona Pantelimon "
76F00I1TANM," 3 camere, 2 bai, disponibil la vanzare! ",3 camere,90 mp utili,118.000 EUR,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului) "
76F00I5TR9I," Baneasa, Sisesti, 3 camere, etaj 1/5, 88 mp, predare septembrie 2018 ",3 camere,88 mp utili,97.000 EUR + TVA,"Bucuresti, Sector 1, zona Sisesti (Baneasa) "
55I00HOJ5S2, Neofort 57 - Predare Aprilie 2018 Apartament 3 Camere Central ,3 camere,148.35 mp utili,200.541 EUR + TVA,"Bucuresti, Sector 2, zona Decebal "
7QH00I70HRL, Apartament 3 Camere 1 Decembrie  ,3 camere,75 mp utili,74.900 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
76F00I607GE," Baneasa, Sisesti, 3 camere, etaj 2/6, 86 mp, bloc nou, predare septembrie 2018 ",3 camere,86 mp utili,97.000 EUR + TVA,"Bucuresti, Sector 1, zona Sisesti (Baneasa) "
9S710000EP6, Apartament 2 camere - Banu Manta - Titulescu - Petru Rares 12 - C0105 ,2 camere,61.97 mp utili,116.135 EUR + TVA,"Bucuresti, zona Banu Manta (1 Mai) "
99J10000019, Padure Baneasa Felicity Apart 2 Cam ,2 camere,65 mp utili,55.500 EUR,"Bucuresti, zona Baneasa "
8EM1000F4BG, Apartament 2 camere Tip T2 Piata Victoriei - Parcul KIseleff ,2 camere,58 mp utili,138.489 EUR + TVA,"Bucuresti, zona P-ta Victoriei (Ultracentral) "
A4V00I6FSC8," APARTAMENT 2 CAMERE,SUPERB, BLOC NOU, BLD. NICOLAE GRIGORESCU, BIROU VANZARI ",2 camere,54 mp utili,63.000 EUR + TVA,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
5FH00GB0C8K," Vândut de Bancă Apartament 3 camere - str Carbunarilor, Bucuresti ",3 camere,Parter/3,96.000 EUR,"Bucuresti, Sector 1, zona Baneasa "
A2I00I6G6IG," Incapator, frumos compartimentat, se accepta Prima Casa, Titanul Nou ",3 camere,70 mp utili,72.500 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
9S710000ER8, Apartament 3 camere - Banu Manta - Titulescu - Petru Rares 12 - C0202 ,3 camere,79.93 mp utili,153.450 EUR + TVA,"Bucuresti, zona Banu Manta (1 Mai) "
8NU10000024," Apartament 3 camere zona Batistei, UNIVERSITATE, finisaje de lux ",3 camere,96 mp utili,264.000 EUR + TVA,"Bucuresti, zona Universitate (Ultracentral) "
80C00HOOL0G, Aviatiei ,2 camere,62.42 mp utili,103.350 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
